City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
271,Ferme-Neuve,CA,2022-08-22 01:32:15,46.7001,-75.4493,63.18,99,100,1.68
272,Pemangkat,ID,2022-08-22 01:32:16,1.1667,108.9667,81.5,75,97,6.42
273,Port Macquarie,AU,2022-08-22 01:31:28,-31.4333,152.9167,67.89,45,19,10.42
274,Norman Wells,CA,2022-08-22 01:33:16,65.282,-126.8329,66.24,63,75,14.97
275,Caravelas,BR,2022-08-22 01:33:16,-17.7125,-39.2481,69.64,84,100,14.74
276,Kavaratti,IN,2022-08-22 01:33:17,10.5669,72.642,81.27,77,48,17.16
277,Koungou,YT,2022-08-22 01:33:18,-12.7336,45.2042,74.91,88,75,3.44
278,Chekhov,RU,2022-08-22 01:33:19,55.1431,37.4711,66.15,44,99,6.24
279,Bonavista,CA,2022-08-22 01:33:19,48.6499,-53.1147,61.75,85,0,14.0
280,Lebu,CL,2022-08-22 01:33:19,-37.6167,-73.65,49.91,93,29,11.41
281,Banmankhi,IN,2022-08-22 01:33:19,25.8833,87.1833,85.42,72,0,8.88
282,Znamenskoye,RU,2022-08-22 01:33:20,57.1281,73.8282,52.43,71,69,4.72
283,Sistranda,NO,2022-08-22 01:33:20,63.7256,8.834,51.76,79,73,32.03
284,Yugorsk,RU,2022-08-22 01:33:21,61.3133,63.3319,63.84,70,24,4.9
285,Rocha,UY,2022-08-22 01:33:21,-34.4833,-54.3333,41.81,86,0,0.92
286,Kirakira,SB,2022-08-22 01:33:21,-10.4544,161.9205,84.09,68,28,13.89
287,Cockburn Town,TC,2022-08-22 01:28:31,21.4612,-71.1419,83.73,73,0,19.08
288,Ust-Tsilma,RU,2022-08-22 01:33:22,65.441,52.1498,55.92,69,23,3.33
289,Marzuq,YE,2022-08-22 01:33:22,14.4,46.4667,78.39,65,95,6.2
290,Omboue,GA,2022-08-22 01:33:23,-1.5746,9.2618,73.83,90,100,9.13
291,Iquique,CL,2022-08-22 01:32:23,-20.2208,-70.1431,57.24,73,12,3.0
292,Mandurah,AU,2022-08-22 01:33:23,-32.55,115.7,54.91,58,0,15.3
293,Warrington,GB,2022-08-22 01:33:23,53.3925,-2.5802,61.86,79,75,5.75
294,Chipinge,ZW,2022-08-22 01:33:24,-20.1883,32.6236,50.74,92,57,5.86
